Reaction_ID,MaxBiomass.2,minFlux.2,maxFlux.2
EX_gln__L_e,0.0,0.0,0.0
EX_hco3_e,-1.99,-1.99,-0.74996580637489
EX_mn2_e,0.0,0.0,0.0
EX_arg__L_e,0.0,0.0,0.0
ADPT,7.32258414045658e-05,7.32243671563992e-05,7.32258414045658e-05
O2tcx,0.0269901702462529,0.0269898397544983,4.84839026400873
AOXPBDC,1.00122343747697e-05,1.00120328e-05,1.00122343747697e-05
DNTPPA,2.91720101555775e-05,2.91714228399971e-05,2.91720101555607e-05
CBMD,0.0,0.0,0.0
H2Otu_syn,-8.09908332333717,-500.0,-7.37984742638979
DTMPK,0.000204147036586787,0.000204142926577333,0.000204147036586787
BIOMASS__1,0.0367017389104462,0.036701,0.0367017389104462
ATPM,0.0,0.0,1000.0
ACOATA,0.0128679673914039,0.0,0.0128679673914036
5DOAN,3.97303664053362e-05,3.97295665199992e-05,3.97303664053362e-05
3HAD160,0.0128579551570291,0.0128576962897569,0.0128579551570294
RNDR3,0.00025358284753134,0.000253577742187,0.000457729884118135
Htex,2.61568394161737,1.27725681042235,2.62202526893677
G5SD,0.0134928261675072,0.01349255451852,0.0134928261675072
HISTDa,0.00509427880143903,0.00509417623911,0.00509427880143903
TRPS3,0.0,0.0,0.00256259101630954
DMBZIDS2,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
HSTPT,0.00509427880143903,0.00509417623914032,0.00509427880143903
ZCAROTDH2,0.0,0.0,0.000218629322550419
ORNDC,4.91509687488695e-05,0.0,4.91509687488695e-05
GND,0.0,0.0,474.907941789049
CMPA_1,0.0,0.0,4.91509687488701e-05
U23GAAT2,0.0,0.0,0.0
HOXGfx,0.00110839251509547,0.0011083702,0.0011083925150955
PGK,5.06535391557106,5.06529440856925,966.934679047296
IMPD,0.00834136668077533,0.00834119874532698,0.00834136668077436
LPOR,0.000491803301399979,0.0004917934,0.000491803301399979
CHRPL,6.82652343734299e-06,6.82638599980301e-06,6.82652343734306e-06
GCALDDy,2.91720101555775e-05,2.91714228399971e-05,2.91720101555607e-05
MSBENZMT,6.82652343734299e-06,6.82638599980301e-06,6.82652343734306e-06
DESAT18a,0.000545534096638789,0.000545523113487434,0.000545534096638796
FUM,-0.0345537428851399,-0.0345615956262435,159.585120992679
PHYFXOR,0.00110839251509547,0.0011083702,0.0011083925150955
TMPPP_1,9.69366328102705e-06,9.69346811999922e-06,9.69366328102705e-06
VPAMTr,0.264759486688007,0.0,1000.0
RNDR1,0.000204147036586787,0.000204142926526,0.000204147036586787
TALA,1.16610784900972,-998.833905036425,999.051363593512
GLYCL,0.0160612850764768,0.0,97.4083496381017
ACONT,0.0,0.0,159.619641000646
NDPK7,0.00025358284753134,0.000253577742228117,0.000457729884118135
GTPCI,0.000712415985921113,0.000712401642959997,0.000712415985920704
AIRC2,0.00954139154656915,0.00954119945120306,0.00954139154656416
IGPS,0.00256259101630951,0.00256253942406,0.00256259101630951
MTAP,3.34954749992296e-05,3.349480064e-05,3.34954749992296e-05
HEMEAS_1,0.0,0.0,0.0
DHORD3um,0.00751310297724593,0.00751295171710301,0.00751310297724603
MTHFC,0.0233617310764018,0.0146353756903123,191.886169743499
HBZNPT,6.82652343734299e-06,6.82638599980301e-06,6.82652343734306e-06
GCATENEC,0.000218629322550415,0.000218624920876209,0.000218629322550416
COCHL_1,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
HSDy,-0.0111109835079665,-0.0111109835079666,-0.0111107598122544
TRPS1,0.00256259101630951,0.0,0.00256259101630951
HISTDb,0.00509427880143903,0.00509417623911,0.00509427880143903
UPPDC1,0.00160988947977648,0.00160985706812,0.00160988947977651
GARFT,0.0087260607283936,0.0,0.00955108520986173
H4THDPR,0.0116291236101912,0.01162888948284,0.0116291236101902
UDPG4E,0.00595477544014908,0.00595465555352348,0.00595477544014908
GLCS3,0.00838527461143827,0.00838523866878,999.9934
AICART,0.0146356703480082,0.0146353756903149,0.0146356703480077
ASPTA,-0.0815890164421151,-487.04303022351,-0.0815873738230347
GLYOX,0.0,0.0,0.0
PRAGSr,0.00955108520985018,0.00955089291932306,0.00955108520984751
SQD1,0.000562118070979385,0.000562106753943,0.000562118070979385
ACKr,-0.140063513820708,-159.759701694587,0.0
UDCPDPS,4.36897499989951e-06,4.3688870400003e-06,4.3689749998996e-06
GK1,0.00834332361749403,0.00834315564259214,980.584910208244
SHKK,0.0180460104981548,0.0180456471806098,0.0180460104981534
OXADC,0.0,0.0,81.1736246984213
G1PACT,0.0052474090996777,0.0052473034544,284.470538652237
3HAD60,0.0128679673914039,0.0128677083225739,0.0128679673914036
PGI,-0.107278016752949,-475.015219526355,-0.107277737349023
KAS14,0.0128679673914039,0.0,0.0128679673914036
OHPBAT,1.00122343747697e-05,1.00120328170306e-05,1.00122343747697e-05
PQH2tum,6.82652343734299e-06,6.82638599980301e-06,6.82652343734306e-06
O2tu,4.04954166166858,3.6899237131949,250.0
O2tpp,-3.60316791817924,-53.5800034348585,-3.60308026806194
H2Otex,0.0556289666411548,0.0555349025773337,100.0
SK_for_c,0.0,0.0,3.41936251181366e-05
EX_mg2_e,-0.000491803301399979,-0.000491803301399986,-0.000491793399999999
3HAD80,0.0128679673914039,0.0128677083225739,0.0128679673914036
3OAR160,0.0128579551570291,0.0128576962897569,0.0128579551570292
NMNS,0.0,0.0,0.0
PPK,-0.57004760488409,-1000.0,999.570039782141
GALUi,0.0922927421415106,0.0922924986801945,781.987576402588
PHYTES2_1,0.000218629322550415,0.00021862492092,0.000218629322550415
IGPDH,0.00509427880143903,0.00509417623911,0.00509427880143903
OMPDC,0.00751310297724593,0.00751295171710301,0.00751310297724603
DCTPD,0.0,0.0,0.000204147036586793
GLUSfx,0.0,0.0,856.944805982611
NADS2,9.91211203101515e-05,9.91191247200762e-05,781.895383023031
GLUTRR,0.0129723206382097,0.01297205946848,0.0129723206382099
G1PTT,0.0,0.0,0.0
UAMAGS,0.00262370454983885,0.0026236517272,120.353323837754
SPS,0.0805816980846686,0.0805816904,781.975865594306
ADCL,2.91720101555775e-05,2.91714228399971e-05,2.91720101555607e-05
CYTK1,0.00523666624378644,0.00522927933638742,0.00523666624383168
DAPDC,0.0116291236101912,0.01162888948284,0.0116291236101912
PSIum,16.2397896217972,16.2395093945759,1000.0
R05219,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
Cobalt2abcppI,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
PFK_3,0.0,0.0,1000.0
THRS,0.0078561319996933,0.0078559738334,0.0078561319996933
NAMNPP,1.95693671870499e-06,1.9568973357309e-06,1.95693671870499e-06
FOLD3,2.91720101555775e-05,2.91714228399971e-05,2.91720101555607e-05
P5CR,0.0134928261675072,0.01349255451852,0.0134928261675072
MEHLER_1,0.0,0.0,243.480721424841
ICHORS,7.6912164060731e-06,7.6910615689485e-06,7.6912164060731e-06
3OAS140,0.0128579551570291,0.012857696289802,0.0128579551570292
PPK2,-0.00068520091248424,-0.00068520091248424,-0.00068518711748311
IPDPS_syn,0.0,0.0,0.00388559107740579
GLYDHDA,-0.0270193422564084,-486.98846186087,1000.0
SBP,2.11475625793431,0.0,1000.0
H4THDPS,0.0116291236101912,0.01162888948284,0.0116291236101902
EAR60y,0.0128679673914039,0.012867708322602,0.0128679673914036
ZNabcpp,0.0,0.0,0.0
UAPGR,0.00262370454983885,0.00262365172716272,142.23526932612
DHAD1,0.032301158208084,0.03230050789385,0.0323011582080819
IPPS,0.0188723655644538,0.01887198561003,0.0188723655644538
ANS,0.0,0.0,0.00256259101630969
SUCBZL,7.6912164060731e-06,7.69106156e-06,7.6912164060731e-06
ADSL1r,0.00629430366723286,0.00629417694498608,0.00629430366723586
NNATr,9.91211203101515e-05,9.91191246839662e-05,781.895383023031
PERD,1.00122343747697e-05,1.00120328e-05,1.00122343747697e-05
PPBNGS,0.00648616031910485,0.00648602973424,0.00648616031910497
ADOCBLS,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
LTHRK,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
PPS,0.0,0.0,999.69856996316
APRAUR,1.1696110155981e-05,1.169587468e-05,1.1696110155981e-05
PDS2_1,0.0,0.0,0.000218629322550419
O2tex,-3.60316791817924,-53.5800034348587,-3.60308026806193
ALAALAr,0.00262370454983885,0.0026236517272,1000.0
ADCPS2,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
GF6PTA,0.0052474090996777,0.00524730345443913,999.922013913601
DNMPPA,2.91720101555775e-05,2.91714228399971e-05,2.91720101555607e-05
PGMT,-0.107278016752949,-1000.0,-0.107277737349023
G5SADs,0.0134928261675072,0.013492554518507,0.0134928261675072
GLCP2_1,0.0,0.0,999.985014761331
AGDI_1,0.0,0.0,4.91509687488701e-05
LPADSS2,0.0,0.0,0.0
GLYCK,0.0,0.0,1000.0
DPR,7.28162499983664e-06,7.28147840001192e-06,7.28162499983672e-06
EX_ptrc_e,0.0,0.0,0.0
EAR120y,0.0128579551570291,0.012857696289802,0.0128579551570292
MAN1PT,0.00629825035202248,0.00629812355032,0.0062982503520226
NMNAT,0.0,-781.895283903851,999.698569963161
TKT2,-0.826638960899693,-162.206835079006,-0.826629414877655
PSP_L,0.0283501160201994,0.0,1000.0
HEX7,0.0,0.0,781.895283903909
PPNCL2,7.28162499983664e-06,0.0,7.28162499983263e-06
CHORS,0.0180460104981548,0.0180456471806098,0.0180460104981534
CYTBD4cm,0.0,0.0,193.981654477023
PPNCL3,0.0,0.0,7.28162499983183e-06
CS,0.0,0.0,159.619641000646
PPCDC,7.28162499983664e-06,7.28147840001192e-06,7.28162499983156e-06
LDH_D,0.0,-1.13978750529188e-05,142.232645674396
HPYRRy,0.0,0.0,1000.0
ADMDC,3.34954749992296e-05,3.349480064e-05,3.34954749992296e-05
PRE3BS,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
PPPGO2_1,0.00160988947977648,0.00160985706812,0.00160988947977651
BIOMASS_DNA,0.000282603389610436,0.0002825977,0.000282603389610436
DMATT,0.000957642324625152,0.000957623044559741,0.000957642324625208
DNAMTn2r,0.0,0.0,0.0
G3PD2,-0.00776061172368933,-0.00776061172368934,-0.00776045548047932
MDH,0.0815890164421151,-486.879855475867,159.701261413728
PHYTES,0.000218629322550415,0.00021862492092,0.000218629322550415
RB15BPtcx,2.69901702462529,2.69898397544983,484.839026400873
MI3PP,0.0,0.0,0.0
MOHMT,7.28162499983664e-06,7.28147840001192e-06,7.28162499983672e-06
GLXO3r,0.0,0.0,81.1736246984213
FBA,0.0,-1000.0,997.885268629954
RZ5PP,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
PROAKGOX1,0.0,0.0,0.0
ASAD,-0.0227401071181577,-0.0227401071181578,-0.0227396492950902
CYSS_2,0.00169439193046129,0.00169435781753001,0.00169439193046129
LYCOPC,0.000218629322550415,0.000218624920876209,0.000218629322550416
ACOTA,-0.0137725627842914,-0.0137725627842914,-0.0137722855033644
3HAD180,0.000569852889051284,0.000569841416336203,0.000569852889051492
FTHFD,0.0,0.0,191.871534367834
ALDD2y,0.0,0.0,0.0
3OAS80,0.0128679673914039,0.012867708322602,0.0128679673914036
PSCVT,0.0180460104981548,0.0180456471806098,0.0180460104981534
CBPS,0.0212365147927884,0.021236087241313,0.0212856657615373
NTPP8,0.0,0.0,999.900283482952
MEPCT,0.00388559107740559,0.00388551284939823,0.00388559107740578
PDX5POi,1.00122343747697e-05,1.00120328170306e-05,1.00122343747697e-05
DHAD2,0.0124421163073877,0.01244186581218,0.0124421163073877
DHFS,2.91720101555775e-05,2.91714228399971e-05,2.91720101555607e-05
PGCD,0.0283501160201994,0.0,1000.0
SPMDabcpp,0.0,0.0,0.0
NTD6,0.0,0.0,0.0
NNDMBRT,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
PRATPP,0.00509427880143903,0.00509417623911,0.00509427880143903
ASNN,0.0,0.0,781.895283903851
SERAT,0.00169439193046129,0.00169435781753001,0.00169439193046129
PRAIS,0.00955108520985018,0.00955089291932306,0.00955108520983676
PRAMPC,0.00509427880143903,0.00509417623911,0.00509427880143903
AMPMS3,9.69366328102705e-06,9.69346808687988e-06,9.69366328102705e-06
G1PCTYT,0.0,0.0,0.0
ACBIPGT,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
SEPHCHCS,7.6912164060731e-06,7.69106156e-06,7.6912164060731e-06
NMNDA,0.0,0.0,781.895283903851
CA2abcpp,0.0,0.0,1000.0
ORNTAC,0.0137725627842914,0.0,0.0137725627842915
SUCBZS,7.6912164060731e-06,7.69106156e-06,7.6912164060731e-06
UHGADA2,0.0,0.0,0.0
DHNANT,7.6912164060731e-06,7.69106156e-06,7.6912164060731e-06
ASPO6,0.0,0.0,486.961541968811
HGYDAS,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
GGDPR,0.000499494517806052,0.00049948446156,0.000499494517806052
ASP1DC,7.28162499983664e-06,7.28147840001192e-06,7.28162499983672e-06
PPNDH,0.00994370892506742,0.00994350872991,0.00994370892506742
ASPK,0.0227401071181577,0.02273964929509,0.0227401071181578
DXPS,0.00390529697506139,0.00390521835032023,0.00390770515942063
ME2,-0.116142759327255,-0.116148969449355,486.845302428651
3PGtcx,5.37104387900432,5.37097811114516,964.829662537737
DDPGA,0.0,0.0,0.0
PAPSR,0.00551136150971384,0.00551125055032301,0.00551136150971394
SADT,0.00551136150971384,0.00551125055032301,0.00551136150971384
BIOMASS_COFACTORS,0.000455101562489533,0.0004550924,0.000455101562489533
DPCOAK,7.28162499983664e-06,7.28147840001192e-06,7.28162499983156e-06
NH4tpp,0.0031,0.0,0.0031
DM_h2_c,0.0,0.0,99.9343704212837
PC11M,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
DPOR,0.0,0.0,0.0
ARGSL,0.0137234118155425,0.01372313552421,0.0137725627842915
HSK,0.0078561319996933,0.0078559738334,0.0078561319996933
MTHFD,0.0233617310764018,0.0146353756903123,191.886169743499
PMDPHT,1.1696110155981e-05,1.16958747184981e-05,1.1696110155981e-05
ARGabcpp,0.0,0.0,0.0
3HAD140,0.0128579551570291,0.0128576962897569,0.0128579551570292
ARGOXRum,0.0,0.0,0.0
DAPE,0.0116291236101912,0.0116288894828358,0.0116291236101902
BCAROHX2,0.000129219482355899,0.0001292168808,0.000129219482355899
HPPK,2.91720101555775e-05,2.91714228524143e-05,2.91720101555607e-05
PANTS,7.28162499983664e-06,7.28147840001192e-06,7.28162499983672e-06
AHCi,0.000558202619367202,0.000558191381159481,0.000558202619367218
G6PDH2r,0.0,0.0,474.907941789049
ALAD_L,-0.287449864927608,-1000.0,666.441142758064
GTPCII,1.1696110155981e-05,1.169587468e-05,1.1696110155981e-05
GLCBRAN3,0.0066,0.0066,999.899322262651
DB4PS,2.3392220311962e-05,2.339174936e-05,2.3392220311962e-05
DXPRIi,0.00388559107740559,0.00388551284939823,0.00388559107740578
FBA3,-2.11475625793431,-1000.0,997.88526862992
RBFSa,2.3392220311962e-05,2.339174936e-05,2.3392220311962e-05
GLUTRS,0.0248914591871669,0.02489095805126,0.0248914591871674
MPOMMM,0.000491803301399979,0.0004917934,0.000491803301399979
METAT,0.000641440695146537,0.000641427781119605,0.000641440695145932
EAR160y,0.0128579551570291,0.012857696289802,0.0128579551570294
DHORTS,-0.00751310297724593,-0.00751310297724603,-0.00751295171710353
PDX5PS2,1.00122343747697e-05,1.00120328170306e-05,1.00122343747697e-05
KARI_23dhmp_1,0.0124421163073877,0.01244186581218,0.0124421163073877
ARGDC,0.0,0.0,4.91509687488701e-05
GAPDi_nadp,5.06535391557106,5.06529440856936,1000.0
NTD7,0.0,0.0,999.999441808619
AIRC3,-0.00954139154656915,-0.00954139154656416,-0.00954119945120306
UMPK,0.0101368075270848,0.0101366034442663,999.910420086397
ASPOb,0.0,0.0,486.961442849692
RBFSb_1,1.1696110155981e-05,1.169587468e-05,1.1696110155981e-05
SUCDum,-0.0640137287941742,-0.0641201075466551,486.897430409661
FBP,0.0,0.0,1000.0
CITCIb,0.0124421163073877,0.0124418658122067,0.0124421163073877
MNabc_1,0.0,0.0,0.0
TMPK,9.69366328102705e-06,9.69346811999922e-06,9.69366328102705e-06
AGPR,-0.0137725627842914,-0.0137725627842914,-0.0137722855033644
IPMD,0.0188723655644538,0.01887198561003,0.0188723655644538
CDPMEK,0.00388559107740559,0.00388551284939823,0.00388559107740578
DVOCHR_1,0.000491803301399979,0.0004917934,0.000491803301399979
H2CO3_NAt_syn,1.99,-781.145318393306,1.99000000000001
HEMEOS,9.69366328102705e-06,9.69346808687988e-06,9.69366328102705e-06
PMANM,-0.00629825035202248,-0.0062982503520226,-0.006298123550323
SUCDum,-1.77528736982428,-244.416288832772,-1.77526582138282
MPOMT_1,0.000491803301399979,0.0004917934,0.000491803301399979
CPPPGO2,0.0,0.0,0.0
PC17M_1,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
UAMAS,0.00262370454983885,0.0026236517272,120.353323837754
GLUCYS,0.0,0.0,781.895283903851
NDHPQRum,0.0,0.0,486.961442849685
CYNL,0.0,0.0,0.0
DCTPD2,0.0,0.0,781.895283903905
CYOOum,0.363099847607927,0.0,245.204614948741
BPNT2,0.0,0.0,999.99448874945
METS_1,0.00381305412764038,0.00381297736000961,0.00381305412763669
PRUK,2.69901702462529,2.69898397544983,484.839026400873
FNOR_1,5.7125393042436,-588.467040536866,492.673909510792
GART,0.000825024481456578,0.0,0.00955108520984559
IPPMIb,-0.0188723655644538,-0.0188723655644538,-0.0188719856100761
DMTPHT,7.6912164060731e-06,7.69106156e-06,7.6912164060731e-06
PC6YM_1,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
PGL,0.0,0.0,474.907941789049
DDPA,0.0180460104981548,0.0180456471806098,0.0180460104981534
ASPCT,0.00751310297724593,0.00751295171710353,0.00751310297724603
HSERTA,0.00325485150827317,0.00325478597885,0.0032548515082732
OMCDC,0.0188723655644538,0.01887198561003,0.0188723655644538
CYRDAAT,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
MECDPDHf,0.00388559107740559,0.00388551284939823,0.00388559107740578
Htcx,-2.72600719487154,-489.687416664881,-2.72597381520433
H2Otpp,0.0587873317608967,-260.651895183696,100.00315836512
HISTP,0.00509427880143903,0.00509417623911,0.00509427880143903
MTHFR3_1,0.0038227477909214,0.00382267082812961,0.0038227477909177
EX_ca2_e,0.0,0.0,0.0
3HAD40_2,0.0128679673914039,0.0128677083225739,0.0128679673914036
ZCAROTDH1,0.0,0.0,0.000218629322550419
CYRDAR,9.78468359352495e-07,9.78448611022031e-07,9.78468359352495e-07
HCO3tcx,2.67202685437903,2.67199413569533,479.990636136864
GLYALDDy,0.0,0.0,0.0
IMPC,-0.0146356703480082,-0.0146356703480077,-0.0146353756903149
BIOMASS_PROTEIN,0.023771716292296,0.0237712377,0.023771716292296
LDAPAT,-0.0116291236101912,-0.0116291236101902,-0.0116288894828358
EX_nh4_e,-0.0031,-0.0031,0.0
3OAR40_2,-0.0128679673914039,-0.0128679673914036,-0.0128677083225739
RNDR2,0.00025358284753134,0.000253577742187,0.00025358284753134
GRTT,0.000950815801187809,0.00095079665856,0.000950815801187818
NPDPS,6.82652343734299e-06,6.82638599980296e-06,6.82652343734306e-06
3OAS100,0.0128579551570291,0.012857696289802,0.0128579551570292
ADSL2r,0.00954139154656915,0.00954119945120306,0.00954139154656416
MAN6PI,-0.00629825035202248,-0.0062982503520226,-0.006298123550323
HPROb,0.0,0.0,0.0
3OAS120,0.0128579551570291,0.012857696289802,0.0128579551570292
NTPP2,0.0,0.0,980.576567052602
EAR180y,0.000569852889051284,0.000569841416336203,0.000569852889051492
DHQTi,0.0180460104981548,0.0180456471806098,0.0180460104981534
3OAS60,0.0128679673914039,0.012867708322602,0.0128679673914036
EAR40y,0.0128679673914039,0.012867708322602,0.0128679673914036
MG2uabcpp,0.000491803301399979,0.0004917934,0.000491803301399979
KARA1,-0.032301158208084,-0.0323011582080819,-0.03230050789385
TKT1,-0.948648408924591,-162.1887813767,-0.948636406505159
PTRCabcpp,0.0,0.0,0.0
IPDDI,-0.00292794875278044,-0.00292794875277671,0.000957642324625163
PKETF,0.140063513820708,0.0,159.759701694587
ACODA,0.0,0.0,0.0137725627842915
ENO,0.277339847413053,0.277334263772807,119.848418595589
NDHPQRcm,0.0,0.0,387.963308807273
NI2uabcpp,0.0,0.0,0.0
Kabcpp,0.0,0.0,0.0
TDPDRR,0.0,0.0,0.0
UAGCVT,0.00262370454983885,0.0026236517272,142.23526932612
TDPGDH,0.0,0.0,0.0
PRASCSi,0.00954139154656915,0.00954119945120306,0.00954139154656416
PRFGS,0.00955108520985018,0.00955089291932306,0.00955108520983676
MG2tex,0.000491803301399979,0.000491793399987728,0.000491803301399979
GLU5K,0.0134928261675072,0.01349255451852,0.0134928261675072
TRDR,0.0064268212779501,0.0,0.00642682127795018
GLUPRT,0.00955108520985018,0.00955089291932306,0.00955108520984751
PSERT,0.0283501160201994,0.0,1000.0
PC8XM,1.95693671870499e-06,1.9568973357309e-06,1.95693671870499e-06
GMPS2,0.00834136668077533,0.00834119874537009,0.00834136668077436
RBFK,1.1696110155981e-05,1.169587468e-05,1.1696110155981e-05
NTRIRfx,0.374607722307408,0.374600117976109,0.377707722307408
UPP3MT,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
ACS,0.145014714196161,0.00493400388110826,284.621571377024
DHNCOAS,7.6912164060731e-06,7.69106156e-06,7.6912164060731e-06
MCOATA,0.090625600160129,0.090623775608905,0.0906256001601289
GTHPi,0.0,0.0,245.983195622762
ARGSS,0.0137234118155425,0.01372313552421,0.0137725627842915
PKETX,0.0,0.0,159.75970169459
PMPK,9.69366328102705e-06,9.69346811999922e-06,9.69366328102705e-06
HMBS,0.00162154007977621,0.00162150743356,0.00162154007977624
PTPATi,7.28162499983664e-06,7.28147840001192e-06,7.28162499983156e-06
PGLYCP,0.0269901702462529,0.0269898397544983,4.84839026400873
HTHRPDH,1.00122343747697e-05,1.00120328e-05,1.00122343747697e-05
UAGAAT2,0.0,0.0,0.0
SPTc,0.0,0.0,1000.0
GTHOr,0.0,0.0,245.983195622762
TDPDRE,0.0,0.0,0.0
SHK3Dr,0.0180460104981548,0.0180456471806098,0.0180460104981534
ORPT,-0.00751310297724593,-0.00751310297724603,-0.00751295171710353
PRPPS,0.0248953619032781,0.0248948606887961,0.024895361903276
CITMS,0.0124421163073877,0.01244186581218,0.0124421163073877
BCT1_syn,0.0,0.0,781.895284199723
SPODM,0.0811989481089858,0.0811975469728793,491.961442849684
TRDRf,0.0,0.0,0.00642682127795011
AMPTASECG,0.0,0.0,781.895283903878
SPRMS,0.0,0.0,0.0
PGAMT,-0.0052474090996777,-284.470538652237,-0.00524730345443913
NNDPR,9.91211203101515e-05,9.91191247200762e-05,9.91211203101515e-05
ADSK,0.00551136150971384,0.00551125055032301,1000.0
MECDPS,0.00388559107740559,0.00388551284939823,0.00388559107740578
FCLT,0.0011180861783765,0.00111806366812,0.00111808617837652
SHCHCS3,7.6912164060731e-06,7.69106156e-06,7.6912164060731e-06
PPA,0.0,0.0,1000.0
ADCYRS,1.95693671870499e-06,1.95689732e-06,1.95693671870499e-06
ATPPRT,0.00509427880143903,0.00509417623911,0.00509427880143903
CUabcpp,0.0,0.0,0.0
DHQS,0.0180460104981548,0.0180456471806098,0.0180460104981534
GTHRDH_syn,0.0,0.0,781.895283903903
ANPRT,0.00256259101630951,0.00256253942406,0.00256259101630951
PC6AR_1,-1.95693671870499e-06,-1.95693671870499e-06,-1.9568973357309e-06
ADK1,0.44151671658448,0.301430036840355,1000.0
PRAIi,0.00256259101630951,0.00256253942406,0.00256259101630951
TRSARyr,0.0,0.0,0.0
CYNTtabcpp,0.0,0.0,0.0
RBPCcx,2.69901702462529,2.69898397544983,484.839026400873
UPP3S,0.00162154007977621,0.00162150743356,0.00162154007977624
DHNPA_1,2.91720101555775e-05,2.91714228399971e-05,2.91720101555607e-05
MOBDabcpp,0.0,0.0,0.0
NADK,1.94328367182343e-05,1.94324454800832e-05,1.94328367174077e-05
