Entry	Entry Name	Gene Names (ordered locus)
Q9L4P3	CLPP3_SYNE7	Synpcc7942_2537
Q9L790	NADA_SYNE7	Synpcc7942_1448
Q9WWL6	Q9WWL6_SYNE7	
O05161	RRP3_SYNE7	Synpcc7942_2345
O32384	O32384_SYNE7	
O33698	RS1_SYNE7	Synpcc7942_1591
O50209	O50209_SYNE7	Synpcc7942_2158
O50210	O50210_SYNE7	
O68523	O68523_SYNE7	Synpcc7942_2305
P0A4H0	SECY_SYNE7	Synpcc7942_2214
P11472	PSBO_SYNE7	Synpcc7942_0294
P12243	THIO1_SYNE7	Synpcc7942_1830
P27366	SUBI_SYNE7	Synpcc7942_1681
P27367	CYST_SYNE7	Synpcc7942_1682
P27368	Y1683_SYNE7	Synpcc7942_1683
P27369	CYSR_SYNE7	Synpcc7942_1684
P27370	CYSW_SYNE7	Synpcc7942_1685
P29820	PPI_SYNE7	Synpcc7942_1431
P31094	PSBB_SYNE7	Synpcc7942_0697
P31160	RL15_SYNE7	Synpcc7942_2215
P32084	Y1390_SYNE7	Synpcc7942_1390
P35087	NBLA_SYNE7	Synpcc7942_2127
P37371	Y2319_SYNE7	Synpcc7942_2319
P39661	NIR_SYNE7	Synpcc7942_1240
P39665	SPHX_SYNE7	Synpcc7942_2445
P42452	HEM4_SYNE7	Synpcc7942_0272
P50020	DNAK1_SYNE7	Synpcc7942_2073
P50021	DNAK2_SYNE7	Synpcc7942_2468
P50022	DNAK3_SYNE7	Synpcc7942_2580
P52691	LRRA_SYNE7	Synpcc7942_2418
P52693	NTCB_SYNE7	Synpcc7942_1242
P72560	P72560_SYNE7	Synpcc7942_B2646
P95822	PSAL_SYNE7	Synpcc7942_2342
P95823	P95823_SYNE7	Synpcc7942_2343
Q31JY2	Q31JY2_SYNE7	Synpcc7942_2607
Q31JY5	Q31JY5_SYNE7	Synpcc7942_2604
Q31JY7	Q31JY7_SYNE7	Synpcc7942_2602
Q31JZ0	Q31JZ0_SYNE7	Synpcc7942_2599
Q31K00	Q31K00_SYNE7	Synpcc7942_2589
Q31K07	Q31K07_SYNE7	Synpcc7942_2582
Q31K13	Q31K13_SYNE7	Synpcc7942_2576
Q31K18	Q31K18_SYNE7	Synpcc7942_2571
Q31K28	Q31K28_SYNE7	Synpcc7942_2561
Q31K30	RL9_SYNE7	Synpcc7942_2559
Q31K36	HYPA_SYNE7	Synpcc7942_2553
Q31K38	Q31K38_SYNE7	Synpcc7942_2551
Q31K41	Q31K41_SYNE7	Synpcc7942_2548
Q31K46	Q31K46_SYNE7	Synpcc7942_2543
Q31K48	RL19_SYNE7	Synpcc7942_2541
Q31K58	EFTS_SYNE7	Synpcc7942_2531
Q31K59	RS2_SYNE7	Synpcc7942_2530
Q31K74	Q31K74_SYNE7	Synpcc7942_2515
Q31KC5	NANE_SYNE7	Synpcc7942_2464
Q31KC9	Q31KC9_SYNE7	Synpcc7942_2460
Q31KD2	SYGA_SYNE7	Synpcc7942_2457
Q31KD9	Q31KD9_SYNE7	Synpcc7942_2450
Q31KE0	Q31KE0_SYNE7	Synpcc7942_2449
Q31KE1	Q31KE1_SYNE7	Synpcc7942_2448
Q31KE5	Q31KE5_SYNE7	Synpcc7942_2444
Q31KE6	Q31KE6_SYNE7	Synpcc7942_2443
Q31KE7	Q31KE7_SYNE7	Synpcc7942_2442
Q31KF3	Q31KF3_SYNE7	Synpcc7942_2436
Q31KG3	PETM_SYNE7	Synpcc7942_2426
Q31KG6	MNMG_SYNE7	Synpcc7942_2423
Q31KH9	Q31KH9_SYNE7	Synpcc7942_2410
Q31KJ1	YQGF_SYNE7	Synpcc7942_2398
Q31KK7	Q31KK7_SYNE7	Synpcc7942_2382
Q31KL6	Q31KL6_SYNE7	Synpcc7942_2373
Q31KM4	RF3_SYNE7	Synpcc7942_2365
Q31KM8	Q31KM8_SYNE7	Synpcc7942_2361
Q31KN7	Q31KN7_SYNE7	Synpcc7942_2352
Q31KP1	QUEA_SYNE7	Synpcc7942_2348
Q31KP9	DER_SYNE7	Synpcc7942_2340
Q31KQ2	Q31KQ2_SYNE7	Synpcc7942_2337
Q31KR6	Q31KR6_SYNE7	Synpcc7942_2323
Q31KR8	YCF3_SYNE7	Synpcc7942_2321
Q31KS9	Q31KS9_SYNE7	Synpcc7942_2310
Q31KT1	GCST_SYNE7	Synpcc7942_2308
Q31KT6	Q31KT6_SYNE7	Synpcc7942_2303
Q31KU0	RS15_SYNE7	Synpcc7942_2299
Q31KU1	RUVA_SYNE7	Synpcc7942_2298
Q31KU2	Q31KU2_SYNE7	Synpcc7942_2297
Q31KU8	Q31KU8_SYNE7	Synpcc7942_2291
Q31KU9	KDSB_SYNE7	Synpcc7942_2290
Q31KV0	KDSA_SYNE7	Synpcc7942_2289
Q31KV1	Q31KV1_SYNE7	Synpcc7942_2288
Q31KW0	Q31KW0_SYNE7	Synpcc7942_2279
Q31KW7	Q31KW7_SYNE7	Synpcc7942_2272
Q31KX4	PROA_SYNE7	Synpcc7942_2265
Q31KX6	SYH_SYNE7	Synpcc7942_2263
Q31KY0	RIMM_SYNE7	Synpcc7942_2259
Q31KY9	RECF_SYNE7	Synpcc7942_2250
Q31KZ2	MUTS_SYNE7	Synpcc7942_2247
Q31KZ4	PSBZ_SYNE7	Synpcc7942_2245
Q31KZ5	RISB_SYNE7	Synpcc7942_2244
Q31KZ6	Q31KZ6_SYNE7	Synpcc7942_2243
Q31KZ8	Q31KZ8_SYNE7	Synpcc7942_2241
Q31L04	TRMD_SYNE7	Synpcc7942_2235
Q31L05	NDHN_SYNE7	Synpcc7942_2234
Q31L07	RL3_SYNE7	Synpcc7942_2232
Q31L08	RL4_SYNE7	Synpcc7942_2231
Q31L09	RL23_SYNE7	Synpcc7942_2230
Q31L10	RL2_SYNE7	Synpcc7942_2229
Q31L11	RS19_SYNE7	Synpcc7942_2228
Q31L12	RL22_SYNE7	Synpcc7942_2227
Q31L13	RS3_SYNE7	Synpcc7942_2226
Q31L14	RL16_SYNE7	Synpcc7942_2225
Q31L15	RL29_SYNE7	Synpcc7942_2224
Q31L16	RS17_SYNE7	Synpcc7942_2223
Q31L17	RL14_SYNE7	Synpcc7942_2222
Q31L18	RL24_SYNE7	Synpcc7942_2221
Q31L19	RL5_SYNE7	Synpcc7942_2220
Q31L20	RS8_SYNE7	Synpcc7942_2219
Q31L21	RL6_SYNE7	Synpcc7942_2218
Q31L22	RL18_SYNE7	Synpcc7942_2217
Q31L27	RL36_SYNE7	Synpcc7942_2212
Q31L28	RS13_SYNE7	Synpcc7942_2211
Q31L29	RS11_SYNE7	Synpcc7942_2210
Q31L31	RL17_SYNE7	Synpcc7942_2208
Q31L33	RL13_SYNE7	Synpcc7942_2206
Q31L34	Q31L34_SYNE7	Synpcc7942_2205
Q31L35	RL31_SYNE7	Synpcc7942_2204
Q31L36	RF1_SYNE7	Synpcc7942_2203
Q31L49	Q31L49_SYNE7	Synpcc7942_2190
Q31L51	Q31L51_SYNE7	Synpcc7942_2188
Q31L58	Q31L58_SYNE7	Synpcc7942_2181
Q31L59	Q31L59_SYNE7	Synpcc7942_2180
Q31L60	Q31L60_SYNE7	Synpcc7942_2179
Q31L62	Q31L62_SYNE7	Synpcc7942_2177
Q31L71	Q31L71_SYNE7	Synpcc7942_2168
Q31L79	Q31L79_SYNE7	Synpcc7942_2160
Q31L83	Q31L83_SYNE7	Synpcc7942_2156
Q31L88	Q31L88_SYNE7	Synpcc7942_2151
Q31L96	Q31L96_SYNE7	Synpcc7942_2143
Q31LA2	Q31LA2_SYNE7	Synpcc7942_2137
Q31LB9	Q31LB9_SYNE7	Synpcc7942_2120
Q31LC2	GATA_SYNE7	Synpcc7942_2117
Q31LC9	FMT_SYNE7	Synpcc7942_2110
Q31LD8	Q31LD8_SYNE7	Synpcc7942_2101
Q31LD9	Q31LD9_SYNE7	Synpcc7942_2100
Q31LE0	Q31LE0_SYNE7	Synpcc7942_2099
Q31LE7	Q31LE7_SYNE7	Synpcc7942_2092
Q31LF9	PHK_SYNE7	Synpcc7942_2080
Q31LH9	Q31LH9_SYNE7	Synpcc7942_2060
Q31LI0	SEPF_SYNE7	Synpcc7942_2059
Q31LI1	Q31LI1_SYNE7	Synpcc7942_2058
Q31LI4	Q31LI4_SYNE7	Synpcc7942_2055
Q31LJ3	GCSH_SYNE7	Synpcc7942_2046
Q31LJ8	Q31LJ8_SYNE7	Synpcc7942_2041
Q31LK5	Q31LK5_SYNE7	Synpcc7942_2034
Q31LL6	RIMP_SYNE7	Synpcc7942_2023
Q31LL7	Q31LL7_SYNE7	Synpcc7942_2022
Q31LL9	IF2_SYNE7	Synpcc7942_2020
Q31LM3	PSBX_SYNE7	Synpcc7942_2016
Q31LN8	Q31LN8_SYNE7	Synpcc7942_2001
Q31LN9	Q31LN9_SYNE7	Synpcc7942_2000
Q31LP6	Q31LP6_SYNE7	Synpcc7942_1993
Q31LP8	MSCL_SYNE7	Synpcc7942_1991
Q31LP9	Q31LP9_SYNE7	Synpcc7942_1990
Q31LQ7	NDHM_SYNE7	Synpcc7942_1982
Q31LR2	Q31LR2_SYNE7	Synpcc7942_1977
Q31LS7	PSBY_SYNE7	Synpcc7942_1962
Q31LU4	UVRC_SYNE7	Synpcc7942_1945
Q31LU5	Q31LU5_SYNE7	Synpcc7942_1944
Q31LU7	Q31LU7_SYNE7	Synpcc7942_1942
Q31LV2	Q31LV2_SYNE7	Synpcc7942_1937
Q31LV4	Q31LV4_SYNE7	Synpcc7942_1935
Q31LW9	SYL_SYNE7	Synpcc7942_1920
Q31LX4	Q31LX4_SYNE7	Synpcc7942_1915
Q31LX7	Q31LX7_SYNE7	Synpcc7942_1912
Q31LX9	Q31LX9_SYNE7	Synpcc7942_1910
Q31LY2	ACSF_SYNE7	Synpcc7942_1907
Q31LY4	Q31LY4_SYNE7	Synpcc7942_1905
Q31LZ7	TRHO_SYNE7	Synpcc7942_1892
Q31LZ8	LABA_SYNE7	Synpcc7942_1891
Q31M07	PSBU_SYNE7	Synpcc7942_1882
Q31M08	Q31M08_SYNE7	Synpcc7942_1881
Q31M25	Q31M25_SYNE7	Synpcc7942_1864
Q31M26	Q31M26_SYNE7	Synpcc7942_1863
Q31M36	Q31M36_SYNE7	Synpcc7942_1853
Q31M40	Q31M40_SYNE7	Synpcc7942_1849
Q31M43	Q31M43_SYNE7	Synpcc7942_1846
Q31M64	Q31M64_SYNE7	Synpcc7942_1825
Q31M73	Q31M73_SYNE7	Synpcc7942_1816
Q31M83	Q31M83_SYNE7	Synpcc7942_1806
Q31M94	SSRP_SYNE7	Synpcc7942_1795
Q31M96	Q31M96_SYNE7	Synpcc7942_1793
Q31M99	Q31M99_SYNE7	Synpcc7942_1790
Q31MA7	Q31MA7_SYNE7	Synpcc7942_1782
Q31MB0	Q31MB0_SYNE7	Synpcc7942_1779
Q31MB5	RS21_SYNE7	Synpcc7942_1774
Q31MB7	RS16_SYNE7	Synpcc7942_1772
Q31MC2	Q31MC2_SYNE7	Synpcc7942_1767
Q31MC8	Q31MC8_SYNE7	Synpcc7942_1761
Q31MC9	Q31MC9_SYNE7	Synpcc7942_1760
Q31ME3	SIGA2_SYNE7	Synpcc7942_1746
Q31ME5	DNCH_SYNE7	Synpcc7942_1744
Q31MF1	Q31MF1_SYNE7	Synpcc7942_1738
Q31MH0	Q31MH0_SYNE7	Synpcc7942_1719
Q31MH2	Q31MH2_SYNE7	Synpcc7942_1717
Q31MH9	RPOZ_SYNE7	Synpcc7942_1710
Q31MI4	PSBI_SYNE7	Synpcc7942_1705
Q31MJ5	Q31MJ5_SYNE7	Synpcc7942_1694
Q31MK2	Q31MK2_SYNE7	Synpcc7942_1687
Q31ML0	PSB28_SYNE7	Synpcc7942_1679
Q31ML8	Q31ML8_SYNE7	Synpcc7942_1671
Q31MM1	Q31MM1_SYNE7	Synpcc7942_1668
Q31MN6	Q31MN6_SYNE7	Synpcc7942_1653
Q31MR5	Q31MR5_SYNE7	Synpcc7942_1624
Q31MS2	Q31MS2_SYNE7	Synpcc7942_1617
Q31MS4	RNPA_SYNE7	Synpcc7942_1615
Q31MS5	RL34_SYNE7	Synpcc7942_1614
Q31MS7	Q31MS7_SYNE7	Synpcc7942_1612
Q31MS8	Q31MS8_SYNE7	Synpcc7942_1611
Q31MS9	Q31MS9_SYNE7	Synpcc7942_1610
Q31MT1	Q31MT1_SYNE7	Synpcc7942_1608
Q31MV4	Q31MV4_SYNE7	Synpcc7942_1585
Q31MY4	THF1_SYNE7	Synpcc7942_1555
Q31MZ4	Q31MZ4_SYNE7	Synpcc7942_1545
Q31N07	Q31N07_SYNE7	Synpcc7942_1532
Q31N13	Q31N13_SYNE7	Synpcc7942_1526
Q31N18	Q31N18_SYNE7	Synpcc7942_1521
Q31N19	RS20_SYNE7	Synpcc7942_1520
Q31N21	Q31N21_SYNE7	Synpcc7942_1518
Q31N24	Q31N24_SYNE7	Synpcc7942_1515
Q31N25	Q31N25_SYNE7	Synpcc7942_1514
Q31N38	Q31N38_SYNE7	Synpcc7942_1501
Q31N39	PRMA_SYNE7	Synpcc7942_1500
Q31N73	Q31N73_SYNE7	Synpcc7942_1466
Q31N82	Q31N82_SYNE7	Synpcc7942_1457
Q31N83	Q31N83_SYNE7	Synpcc7942_1456
Q31N87	Q31N87_SYNE7	Synpcc7942_1452
Q31N90	LPXD_SYNE7	Synpcc7942_1449
Q31N98	Q31N98_SYNE7	Synpcc7942_1441
Q31N99	KHSE_SYNE7	Synpcc7942_1440
Q31NA1	Q31NA1_SYNE7	Synpcc7942_1438
Q31ND9	Q31ND9_SYNE7	Synpcc7942_1400
Q31NE1	Q31NE1_SYNE7	Synpcc7942_1398
Q31NF6	Q31NF6_SYNE7	Synpcc7942_1383
Q31NG1	Q31NG1_SYNE7	Synpcc7942_1378
Q31NG8	Q31NG8_SYNE7	Synpcc7942_1371
Q31NH0	RECR_SYNE7	Synpcc7942_1369
Q31NI2	Q31NI2_SYNE7	Synpcc7942_1357
Q31NJ4	Q31NJ4_SYNE7	Synpcc7942_1345
Q31NJ7	Q31NJ7_SYNE7	Synpcc7942_1342
Q31NJ9	Q31NJ9_SYNE7	Synpcc7942_1340
Q31NL3	Q31NL3_SYNE7	Synpcc7942_1326
Q31NL4	Q31NL4_SYNE7	Synpcc7942_1325
Q31NL7	PSAE_SYNE7	Synpcc7942_1322
Q31NM0	Q31NM0_SYNE7	Synpcc7942_1319
Q31NN1	Q31NN1_SYNE7	Synpcc7942_1308
Q31NN8	Q31NN8_SYNE7	Synpcc7942_1301
Q31NN9	Q31NN9_SYNE7	Synpcc7942_1300
Q31NP5	Q31NP5_SYNE7	Synpcc7942_1294
Q31NR1	RL35_SYNE7	Synpcc7942_1278
Q31NR2	RL20_SYNE7	Synpcc7942_1277
Q31NS0	Q31NS0_SYNE7	Synpcc7942_1269
Q31NS9	Q31NS9_SYNE7	Synpcc7942_1260
Q31NT9	Q31NT9_SYNE7	Synpcc7942_1250
Q31NU0	PSAJ_SYNE7	Synpcc7942_1249
Q31NU3	Q31NU3_SYNE7	Synpcc7942_1246
Q31NV9	LGT_SYNE7	Synpcc7942_1230
Q31NZ1	Q31NZ1_SYNE7	Synpcc7942_1198
Q31P11	YCF48_SYNE7	Synpcc7942_1178
Q31P17	Q31P17_SYNE7	Synpcc7942_1172
Q31P32	Q31P32_SYNE7	Synpcc7942_1157
Q31P37	Q31P37_SYNE7	Synpcc7942_1152
Q31P40	Q31P40_SYNE7	Synpcc7942_1149
Q31P51	Q31P51_SYNE7	Synpcc7942_1138
Q31P53	Q31P53_SYNE7	Synpcc7942_1136
Q31P54	Q31P54_SYNE7	Synpcc7942_1135
Q31P56	Q31P56_SYNE7	Synpcc7942_1133
Q31P66	RS18_SYNE7	Synpcc7942_1123
Q31P67	RL33_SYNE7	Synpcc7942_1122
Q31P75	Q31P75_SYNE7	Synpcc7942_1114
Q31P77	Q31P77_SYNE7	Synpcc7942_1112
Q31P78	Q31P78_SYNE7	Synpcc7942_1111
Q31P80	Q31P80_SYNE7	Synpcc7942_1109
Q31P89	Q31P89_SYNE7	Synpcc7942_1100
Q31P90	MENG_SYNE7	Synpcc7942_1099
Q31PB0	Q31PB0_SYNE7	Synpcc7942_1079
Q31PC1	Q31PC1_SYNE7	Synpcc7942_1068
Q31PC4	Q31PC4_SYNE7	Synpcc7942_1065
Q31PC9	Q31PC9_SYNE7	Synpcc7942_1060
Q31PF9	HIS8_SYNE7	Synpcc7942_1030
Q31PG3	Q31PG3_SYNE7	Synpcc7942_1026
Q31PH0	Q31PH0_SYNE7	Synpcc7942_1019
Q31PH5	Q31PH5_SYNE7	Synpcc7942_1014
Q31PI1	Q31PI1_SYNE7	Synpcc7942_1008
Q31PI7	Q31PI7_SYNE7	Synpcc7942_1002
Q31PI8	Q31PI8_SYNE7	Synpcc7942_1001
Q31PJ2	RL32_SYNE7	Synpcc7942_0997
Q31PJ8	PXCA_SYNE7	Synpcc7942_0991
Q31PK5	RECO_SYNE7	Synpcc7942_0984
Q31PL1	Q31PL1_SYNE7	Synpcc7942_0978
Q31PL2	Q31PL2_SYNE7	Synpcc7942_0977
Q31PL4	RSMH_SYNE7	Synpcc7942_0975
Q31PL6	Q31PL6_SYNE7	Synpcc7942_0973
Q31PN8	Q31PN8_SYNE7	Synpcc7942_0951
Q31PP5	Q31PP5_SYNE7	Synpcc7942_0944
Q31PQ7	Q31PQ7_SYNE7	Synpcc7942_0932
Q31PQ9	FABZ_SYNE7	Synpcc7942_0930
Q31PR2	Q31PR2_SYNE7	Synpcc7942_0927
Q31PR4	Q31PR4_SYNE7	Synpcc7942_0925
Q31PR7	Q31PR7_SYNE7	Synpcc7942_0922
Q31PR9	Q31PR9_SYNE7	Synpcc7942_0920
Q31PU2	MINE_SYNE7	Synpcc7942_0897
Q31PU3	Q31PU3_SYNE7	Synpcc7942_0896
Q31PU9	Q31PU9_SYNE7	Synpcc7942_0890
Q31PV3	RS7_SYNE7	Synpcc7942_0886
Q31PV4	EFG_SYNE7	Synpcc7942_0885
Q31PV6	RS10_SYNE7	Synpcc7942_0883
Q31PV8	Q31PV8_SYNE7	Synpcc7942_0881
Q31PY0	Q31PY0_SYNE7	Synpcc7942_0859
Q31PZ2	Q31PZ2_SYNE7	Synpcc7942_0846
Q31Q07	Q31Q07_SYNE7	Synpcc7942_0830
Q31Q11	Q31Q11_SYNE7	Synpcc7942_0826
Q31Q20	Q31Q20_SYNE7	Synpcc7942_0817
Q31Q31	Q31Q31_SYNE7	Synpcc7942_0806
Q31Q50	Q31Q50_SYNE7	Synpcc7942_0787
Q31Q52	Q31Q52_SYNE7	Synpcc7942_0785
Q31Q54	HIS1_SYNE7	Synpcc7942_0783
Q31Q56	Q31Q56_SYNE7	Synpcc7942_0781
Q31QD8	PSBM_SYNE7	Synpcc7942_0699
Q31QE1	PSBT_SYNE7	Synpcc7942_0696
Q31QE2	NRDR_SYNE7	Synpcc7942_0695
Q31QE7	CLPS_SYNE7	Synpcc7942_0690
Q31QF3	Q31QF3_SYNE7	Synpcc7942_0684
Q31QF6	ISPD_SYNE7	Synpcc7942_0681
Q31QF7	Q31QF7_SYNE7	Synpcc7942_0680
Q31QG4	Q31QG4_SYNE7	Synpcc7942_0673
Q31QG5	SIGA3_SYNE7	Synpcc7942_0672
Q31QI3	YCF4_SYNE7	Synpcc7942_0654
Q31QI4	Q31QI4_SYNE7	Synpcc7942_0653
Q31QJ0	Q31QJ0_SYNE7	Synpcc7942_0647
Q31QK1	Q31QK1_SYNE7	Synpcc7942_0636
Q31QK2	Q31QK2_SYNE7	Synpcc7942_0635
Q31QK3	RL11_SYNE7	Synpcc7942_0634
Q31QK4	RL1_SYNE7	Synpcc7942_0633
Q31QK5	RL10_SYNE7	Synpcc7942_0632
Q31QK6	RL7_SYNE7	Synpcc7942_0631
Q31QL4	Q31QL4_SYNE7	Synpcc7942_0623
Q31QL5	Q31QL5_SYNE7	Synpcc7942_0622
Q31QL9	Q31QL9_SYNE7	Synpcc7942_0618
Q31QM1	HRCA_SYNE7	Synpcc7942_0616
Q31QM5	Q31QM5_SYNE7	Synpcc7942_0612
Q31QN1	Q31QN1_SYNE7	Synpcc7942_0606
Q31QN7	Q31QN7_SYNE7	Synpcc7942_0600
Q31QP5	Q31QP5_SYNE7	Synpcc7942_0592
Q31QP6	Q31QP6_SYNE7	Synpcc7942_0591
Q31QP7	Q31QP7_SYNE7	Synpcc7942_0590
Q31QQ4	Q31QQ4_SYNE7	Synpcc7942_0583
Q31QQ7	Q31QQ7_SYNE7	Synpcc7942_0580
Q31QR8	SIGA4_SYNE7	Synpcc7942_0569
Q31QS8	HSLO_SYNE7	Synpcc7942_0559
Q31QT3	Q31QT3_SYNE7	Synpcc7942_0554
Q31QU9	Q31QU9_SYNE7	Synpcc7942_0538
Q31QV0	Q31QV0_SYNE7	Synpcc7942_0537
Q31QV1	ACP_SYNE7	Synpcc7942_0536
Q31QV8	Q31QV8_SYNE7	Synpcc7942_0529
Q31QX6	CCSA_SYNE7	Synpcc7942_0511
Q31QX7	Q31QX7_SYNE7	Synpcc7942_0510
Q31QY0	RRF_SYNE7	Synpcc7942_0507
Q31QY9	Q31QY9_SYNE7	Synpcc7942_0498
Q31QZ8	Q31QZ8_SYNE7	Synpcc7942_0489
Q31QZ9	Q31QZ9_SYNE7	Synpcc7942_0488
Q31R00	Q31R00_SYNE7	Synpcc7942_0487
Q31R09	Q31R09_SYNE7	Synpcc7942_0478
Q31R12	PETN_SYNE7	Synpcc7942_0475
Q31R15	EX7S_SYNE7	Synpcc7942_0472
Q31R21	Q31R21_SYNE7	Synpcc7942_0466
Q31R28	Q31R28_SYNE7	Synpcc7942_0459
Q31R29	Q31R29_SYNE7	Synpcc7942_0458
Q31R39	Q31R39_SYNE7	Synpcc7942_0448
Q31R45	Q31R45_SYNE7	Synpcc7942_0442
Q31R47	Q31R47_SYNE7	Synpcc7942_0440
Q31R66	Q31R66_SYNE7	Synpcc7942_0421
Q31R76	TRPA_SYNE7	Synpcc7942_0411
Q31R79	TRPF_SYNE7	Synpcc7942_0408
Q31R80	Q31R80_SYNE7	Synpcc7942_0407
Q31R83	Q31R83_SYNE7	Synpcc7942_0404
Q31R85	YBEY_SYNE7	Synpcc7942_0402
Q31R86	Q31R86_SYNE7	Synpcc7942_0401
Q31R87	Q31R87_SYNE7	Synpcc7942_0400
Q31R90	Q31R90_SYNE7	Synpcc7942_0397
Q31R93	Q31R93_SYNE7	Synpcc7942_0394
Q31R95	Q31R95_SYNE7	Synpcc7942_0392
Q31RA0	Q31RA0_SYNE7	Synpcc7942_0387
Q31RA1	Q31RA1_SYNE7	Synpcc7942_0386
Q31RA2	Q31RA2_SYNE7	Synpcc7942_0385
Q31RA9	Q31RA9_SYNE7	Synpcc7942_0378
Q31RB2	Q31RB2_SYNE7	Synpcc7942_0375
Q31RB9	Q31RB9_SYNE7	Synpcc7942_0368
Q31RD2	RBFA_SYNE7	Synpcc7942_0355
Q31RD3	Q31RD3_SYNE7	Synpcc7942_0354
Q31RE1	Q31RE1_SYNE7	Synpcc7942_0346
Q31RE4	Q31RE4_SYNE7	Synpcc7942_0343
Q31RF0	ATPG_SYNE7	Synpcc7942_0337
Q31RF2	ATPD_SYNE7	Synpcc7942_0335
Q31RF3	ATPF_SYNE7	Synpcc7942_0334
Q31RF6	ATP6_SYNE7	Synpcc7942_0331
Q31RF9	Q31RF9_SYNE7	Synpcc7942_0328
Q31RG0	Q31RG0_SYNE7	Synpcc7942_0327
